No,Id,Nama Bahan,Air,Kalori,Protein,Lemak,Karbo,BDD,Kategori
577,DP029,Cammetutu,79.6,102,3.2,6,8.7,100,Olahan Sayuran
578,DP030,"Cap cai, sayur",82.7,97,5.8,6.3,4.2,100,Olahan Sayuran
579,DP031,Gado-gado,68.5,137,6.1,3.2,21,100,Olahan Sayuran
580,DP032,"Gudeg, sayur",69.2,160,3.3,9.2,16,100,Olahan Sayuran
581,DP033,Gulai pakis,76.1,143,4,11.4,6,100,Olahan Sayuran
582,DP034,Gulai pliek,71.9,176,7.3,14.9,3.2,100,Olahan Sayuran
583,DP035,Kadada katembe,80,110,4.5,6.9,7.1,100,Olahan Sayuran
584,DP036,"Kaparende, sayur",91.7,38,2.4,2,2.6,100,Olahan Sayuran
585,DP037,"Karedok, sayur",79,92,2.2,3.3,14.1,100,Olahan Sayuran
586,DP038,Keripik bayam,2.3,586,4.9,40.6,50.2,100,Olahan Sayuran
587,DP039,"Kotiu hinela
tawang nggole",88.4,46,2.2,1.5,6,100,Olahan Sayuran
588,DP040,"Lema/rebung
asam",96.3,15,1,0.4,1.9,100,Olahan Sayuran
589,DP041,Lilin bungkus gedi,84.8,79,2.3,5.2,5.8,100,Olahan Sayuran
590,DP042,Olah-olah,83.9,9,2.1,6,7.1,100,Olahan Sayuran
591,DP043,"Paku hinela
wulelenggapaya",83.4,77,3.5,4.6,5.4,100,Olahan Sayuran
592,DP044,Pelecing kangkung,83.8,75,2.5,2.8,10,100,Olahan Sayuran
593,DP045,Purundawa,91.8,25,1.5,0.5,3.6,100,Olahan Sayuran
594,DP046,Rujak cingur,70.1,153,11.3,8.4,8,100,Olahan Sayuran
595,DP047,Sayur asem,93.2,29,0.7,0.6,5,100,Olahan Sayuran
596,DP048,"Sayur bunga
pepaya",83.4,49,1.7,0.3,9.8,100,Olahan Sayuran
597,DP049,Sayur garu,70.8,178,2.6,13.9,10.6,100,Olahan Sayuran
598,ER001,"Alpukat, segar",84,85,0.9,6.5,7.7,61,Buah
599,ER002,"Anggur hutan,
segar",92,30,0.5,0.2,6.8,100,Buah
600,ER003,"Apel malang, segar",86,57,0.5,0.4,12.8,88,Buah
601,ER004,"Apel, segar",84,58,0.3,0.4,14.9,88,Buah
602,ER005,"Arbai, segar",90,37,0.8,0.5,8.3,96,Buah
603,ER006,"Belimbing, segar",90,36,0.4,0.4,8.8,86,Buah
604,ER007,"Biwah, segar",87,51,0.3,0.1,12.1,66,Buah
605,ER008,"Buah atung, segar",92,23,0.8,0.2,5.2,80,Buah
606,ER009,"Buah kelenting,
segar",74,110,1.4,2.1,21.4,77,Buah
607,ER010,"Buah kom, segar",34,264,4,1.1,59.6,100,Buah
608,ER011,"Buah mentega
(bisbul), segar",89,39,0.7,0.2,9.7,50,Buah
609,ER012,"Buah naga merah,
segar",86,71,1.7,3.1,9.1,66.5,Buah
610,ER013,"Buah naga putih,
segar",87,56,0.8,1,10.9,73.6,Buah
611,ER014,"Buah negri, segar",86,55,1.2,0.1,12.2,48,Buah
612,ER015,"Buah nona, segar",72,101,1.7,0.6,25.2,58,Buah
613,ER016,"Buah rotan, segar",79,78,0.6,0.3,18.2,,Buah
614,ER017,"Buah rukam, segar",71,113,0.8,0.3,26.8,100,Buah
615,ER018,"Buah ruruhi, segar",93,29,2.1,0.7,3.6,82,Buah
616,ER019,"Buah tuppa, segar",83,67,0.4,0.2,15.9,,Buah
617,ER020,"Carica papaya,
segar",93,24,1.9,0.2,3.7,60,Buah
618,ER021,"Cempedak, segar",67,116,3,0.4,28.6,30,Buah
619,ER022,"Duku, segar",82,63,1,0.2,16.1,64,Buah
620,ER023,"Durian, segar",65,149,2.5,3,21.5,22,Buah
621,ER024,"Duwet, segar",80,80,0.5,0.6,18.2,67,Buah
622,ER025,"Embacang, segar",73,98,1.4,0.2,25.4,65,Buah
623,ER026,"Encung asam,
segar",73,122,3.5,4.5,17.5,98,Buah
624,ER027,"Erbis, segar",80,70,0.6,0,18.9,33,Buah
625,ER028,Gandaria masak,81,68,0.7,0.1,18,70,Buah
626,ER029,"Gatep, segar",53,191,4.5,1.5,39.7,100,Buah
627,ER030,"Jambu air, segar",87,46,0.6,0.2,11.8,90,Buah
628,ER031,Jambu biji,86,64,0.9,0.3,12.2,82,Buah
629,ER032,"Jambu bj putih tdk
brbj",83,61,0.9,0.3,15.4,82,Buah
630,ER033,"Jambu bol, segar",87,49,2.3,0.2,9.6,67,Buah
631,ER034,"Jambu monyet,
segar",83,49,0.7,0.6,15.8,90,Buah
632,ER035,"Jeruk bali, segar",86,48,0.6,0.2,12.4,62,Buah
633,ER036,"Jeruk banjar, segar",85,61,0.8,0.2,14.1,72,Buah
634,ER037,Jeruk garut-keprok,87,44,0.8,0.3,10.9,71,Buah
635,ER038,"Jeruk Kalamansi,
segar",90,39,0.3,0.3,8.9,100,Buah
636,ER039,"Jeruk manis, segar",87,45,0.9,0.2,11.2,72,Buah
637,ER040,"Jeruk nipis, segar",89,44,0.5,0.2,10,76,Buah
638,ER041,"Jeruk ragi, segar",88,49,0.7,0.2,11.1,59,Buah
639,ER042,"Kawista, segar",72,120,3.5,2.5,20.8,72,Buah
640,ER043,"Kedondong masak,
segar",88,46,1,0.1,10.3,58,Buah
641,ER044,"Kedondong, segar",88,47,0.5,0.2,10.4,58,Buah
642,ER045,"Kelapa hutan,
kering",6,623,2,52.1,36.5,,Buah
643,ER046,"Kelapa muda,
daging, segar",83,68,1,0.9,14,53,Buah
644,ER047,"Kemang, segar",87,48,1,0.2,11.9,65,Buah
645,ER048,"Kesemek, segar",78,78,0.8,0.4,20,97,Buah
646,ER049,"Kokosan, segar",85,86,1.6,0.2,13,64,Buah
647,ER050,"Kranji, segar",20,315,2.1,1.4,73.5,31,Buah
648,ER051,"Langsat, segar",84,56,0.9,0.2,14.3,64,Buah
649,ER052,"Lemon, segar",92,34,0.5,0.8,6.2,100,Buah
650,ER053,"Lontar, segar",93,27,0.4,0.2,6,79,Buah
651,ER054,"Mangga, segar",87,52,0.7,0,12.3,65,Buah
652,ER055,"Mangga benggala,
segar",84,63,2.4,0.4,12.4,65,Buah
653,ER056,"Mangga gedung,
segar",87,44,0.7,0.2,11.2,65,Buah
654,ER057,"Mangga golek,
segar",82,63,0.5,0.2,16.7,65,Buah
655,ER058,"Mangga harumanis,
segar",87,46,0.4,0.2,11.9,65,Buah
656,ER059,"Mangga indramayu,
segar",80,72,0.8,0.2,18.7,65,Buah
657,ER060,"Mangga kopek,
segar",85,56,0.4,0.2,14.6,65,Buah
658,ER061,"Mangga kwini,
segar",79,86,0.7,0.5,19.8,65,Buah
659,ER062,"Mangga manalagi,
segar",67,133,1,0.1,32.1,65,Buah
660,ER063,"Mangga muda,
segar",84,59,0.5,0.4,15.1,73,Buah
661,ER064,"Manggis, segar",83,63,0.6,0.6,15.6,29,Buah
662,ER065,"Markisa, segar",65,144,3.5,1.2,29.8,48,Buah
663,ER066,"Matoa, segar",77,90,1.2,0.1,21.1,40,Buah
664,ER067,"Melon, segar",91,37,0.6,0.4,7.8,58.1,Buah
665,ER068,"Menteng, segar",79,65,1.7,0.3,16.1,64,Buah
666,ER069,"Nanas palembang,
segar",86,58,0.7,0.2,13.3,53,Buah
667,ER070,"Nanas, segar",89,40,0.6,0.3,9.9,53,Buah
668,ER071,"Nangka masak
pohon, segar",70,106,1.2,0.3,27.6,28,Buah
669,ER072,"Pala, daging, segar",88,42,0.3,0.2,10.9,30,Buah
670,ER073,"Pepaya, segar",87,46,0.5,0.1,12.2,75,Buah
671,ER074,"Pisang ambon,
segar",73,108,1,0.8,24.3,75,Buah
672,ER075,"Pisang angleng
(pisang ampyang), segar",80,68,1.3,0.2,17.2,75,Buah
673,ER076,"Pisang ayam, segar",71,120,1.1,0.2,26.8,75,Buah
674,ER077,"Pisang gapi, segar",66,131,1.6,0.1,31.1,75,Buah
675,ER078,"Pisang goroho,
segar",69,119,1.5,0.2,27.9,75,Buah
676,ER079,"Pisang hijau, segar",69,121,1,0.1,28.9,72,Buah
677,ER080,"Pisang kayu, segar",74,100,1.4,0.5,23.6,75,Buah
678,ER081,"Pisang kepok,
segar",72,109,0.8,0.5,26.3,75,Buah
679,ER082,"Pisang ketip, segar",63,145,1.1,0.3,34.5,75,Buah
680,ER083,"Pisang kidang,
segar",75,96,1,0.2,22.5,70,Buah
681,ER084,"Pisang lampung,
segar",72,99,1.3,0.2,25.6,75,Buah
682,ER085,"Pisang mas bali
ampenan, segar",77,92,1.4,0.2,21,75,Buah
683,ER086,"Pisang mas bali
kopang, segar",64,127,1.4,0.2,31.8,75,Buah
684,ER087,"Pisang mas, segar",64,127,1.4,0.2,33.6,85,Buah
685,ER088,"Pisang raja sereh,
segar",69,108,1.3,0.3,28.2,86,Buah
686,ER089,"Pisang raja, segar",66,120,1.2,0.2,31.8,70,Buah
687,ER090,"Pisang rotan, segar",76,98,1.3,1.2,20.5,56,Buah
688,ER091,"Pisang talas, segar",71,113,1.2,0.2,26.7,75,Buah
689,ER092,Pisang tujuh bulan,76,94,0.6,0.2,22.5,75,Buah
690,ER093,"Pisang ua, segar",68,128,0.8,0.5,30.2,75,Buah
691,ER094,"Pisang uli, segar",62,134,1.1,0.5,35.5,77,Buah
692,ER095,"Purut, segar",81,76,4.1,1.1,15.2,34,Buah
693,ER096,"Rambutan binjai,
segar",81,76,0.5,0.2,18,40,Buah
694,ER097,"Rambutan, segar",81,69,0.9,0.1,18.1,40,Buah
695,ER098,"Salak bali, segar",85,57,0.5,0.1,13.6,93,Buah
696,ER099,"Salak medan, segar",78,55,0.4,0.2,12.8,93,Buah
697,ER100,"Salak pondoh,
segar",78,87,0.8,0.4,20.1,59,Buah
698,ER101,"Salak, segar",78,77,0.4,,20.9,93,Buah
699,ER102,"Sawo duren, segar",87,64,1,3.1,8,64,Buah
700,ER103,"Sawo kecik, segar",74,111,0.9,2.3,21.6,83,Buah
701,ER104,"Sawo manila, segar",76,92,0.5,1.1,22.4,79,Buah
702,ER105,"Semangka, segar",92,28,0.5,0.2,6.9,46,Buah
703,ER106,"Sirsak, segar",82,65,1,0.3,16.3,68,Buah
704,ER107,"Sowa, segar",88,48,1.6,0.6,9.1,,Buah
705,ER108,"Srikaya, segar",83,63,1.1,0.5,13.9,48,Buah
706,ER109,"Sukun muda, segar",69,119,1.4,0.2,28.1,84,Buah
707,ER110,"Sukun tua, segar",68,126,1.6,0.2,24.5,88,Buah
708,ER111,"Vigus, segar",88,44,2.4,0.1,8.3,,Buah
709,ER112,"Wani, segar",81,74,0.8,0.3,17.1,77,Buah
710,EP001,Barongko,67,159,3.1,5.8,23.5,100,Olahan Buah
711,EP002,Dodol nanas,16,338,1.5,1.2,80.3,100,Olahan Buah
712,EP003,Getuk pisang,64,144,1.1,0.4,34.1,100,Olahan Buah
713,EP004,Keripik lampung,5,485,1.7,22.2,69.7,100,Olahan Buah
714,EP005,Ledre pisang,4,405,4.8,5.1,84.9,100,Olahan Buah
715,EP006,Lempog durian,25,320,3.5,5.7,63.7,100,Olahan Buah
716,EP007,Loka anjoro,63,163,1.1,4.3,30,100,Olahan Buah
717,EP008,Rica-rica taipa,87,49,1.6,0.3,10,100,Olahan Buah
718,EP009,Rujak aceh,79,82,0.4,0.3,19.7,100,Olahan Buah
719,EP010,Sale kesemek,25,296,1.1,0.6,71.4,100,Olahan Buah
720,EP011,Sale pisang siam,29,281,2.4,0.7,66.1,100,Olahan Buah
721,EP012,"Sale pisang, cilacap",27,295,2.3,2.1,66.9,100,Olahan Buah
722,EP013,Sanggara belanda,47,242,6.4,7.1,38.2,100,Olahan Buah
723,EP014,Tepung Pisang,14,338,2.9,0.4,80.6,100,Olahan Buah
724,EP015,Tepung Sukun,10,353,2.9,0.5,84.4,100,Olahan Buah
725,FR001,"Anak sapi, daging,
gemuk, segar",62,184,18.8,14,0,100,Daging dan Unggas
726,FR002,"Anak sapi, daging,
kurus, segar",69,174,19.6,10,0,100,Daging dan Unggas
727,FR003,"Anak sapi, daging,
sedang, segar",68,190,19.1,12,0,100,Daging dan Unggas
728,FR004,"Angsa, daging,
segar",51.1,349,16.4,31.5,0,60,Daging dan Unggas
729,FR005,"Ayam, daging,
segar",55.9,298,18.2,25,0,58,Daging dan Unggas
730,FR006,"Ayam,
dideh/darah, segar",82,75,13.8,1.9,0.7,100,Daging dan Unggas
731,FR007,"Ayam, hati, segar",53.4,261,27.4,16.1,1.6,100,Daging dan Unggas
732,FR008,"Babi, daging,
gemuk,segar",42,453,11.9,45,0,100,Daging dan Unggas
733,FR009,"Babi, daging,
kurus, segar",50,371,14.1,35,0,100,Daging dan Unggas
734,FR010,"Babi, ginjal, segar",77.1,110,16.3,4.6,0.8,100,Daging dan Unggas
735,FR011,"Babi, hati, segar",72.3,129,19.7,4.8,1.7,100,Daging dan Unggas
736,FR012,"Bebek (itik),
daging, segar",54.3,321,16,28.6,0,60,Daging dan Unggas
737,FR013,"Bebek alabio,
daging, segar",57,303,11.3,27,3.7,100,Daging dan Unggas
738,FR014,"Belibis, daging,
segar",71.3,131,20.2,4.3,2.8,100,Daging dan Unggas
739,FR015,"Burung, sarang,
segar",24.8,281,37.5,0.3,32.1,100,Daging dan Unggas
740,FR016,"Domba, daging,
gemuk, segar",55.8,317,15.7,27.7,0,100,Daging dan Unggas
741,FR017,"Domba, daging,
kurus,  segar",66.3,202,17.1,14.8,0,100,Daging dan Unggas
742,FR018,"Domba, ginjal,
segar",77.8,100,16.6,3.3,1,100,Daging dan Unggas
743,FR019,"Kambing, daging,
segar",70.3,149,16.6,9.2,0,100,Daging dan Unggas
744,FR020,"Kelinci, daging,
segar",74.3,142,16.9,7.8,0,100,Daging dan Unggas
745,FR021,"Kerbau, daging,
segar",80,79,18.7,0.5,0,100,Daging dan Unggas
746,FR022,"Kuda, daging,
segar",76,113,18.1,4.1,0.9,100,Daging dan Unggas
747,FR023,"Sapi, babat, segar",76.7,108,17.6,4.2,0,100,Daging dan Unggas
748,FR024,"Sapi, daging,
gemuk, segar",60,273,17.5,22,0,100,Daging dan Unggas
749,FR025,"Sapi, daging,
kurus, segar",69,174,19.6,10,0,100,Daging dan Unggas
750,FR026,"Sapi, daging,
lemak sedang, segar",66,201,18.8,14,0,100,Daging dan Unggas
751,FR027,"Sapi, daleman,
segar",70.1,183,12,14.4,1.4,100,Daging dan Unggas
752,FR028,"Sapi, dideh/darah",75.6,98,21.9,1.1,0,100,Daging dan Unggas
753,FR029,"Sapi, ginjal, segar",74.9,137,15,8.1,0.9,100,Daging dan Unggas
754,FR030,"Sapi, keleponan,
segar",83.8,84,10.5,4.6,0.2,100,Daging dan Unggas
755,FR031,"Sapi, liver, segar",69.7,132,19.7,3.2,6,100,Daging dan Unggas
756,FR032,"Sapi, otak, segar",78.9,123,10.4,8.6,0.8,100,Daging dan Unggas
757,FR033,"Sapi, usus, segar",76.7,126,14,7.2,1.5,100,Daging dan Unggas
758,FR034,Ulat sagu segar,65.9,241,5.8,21.6,5.8,100,Daging dan Unggas
759,FP001,"Ayam, ampela,
goreng",44.8,270,32.3,11.2,9.9,100,Olahan Daging dan Unggas
760,FP002,"Ayam, usus,
goreng",4.6,473,45.2,26.3,13.9,100,Olahan Daging dan Unggas
761,FP003,"Bebek, daging,
goreng",48.8,300,24,20.7,4.5,100,Olahan Daging dan Unggas
762,FP004,"Buaya, daging,
dendeng, mentah",12.3,365,49.6,4.8,30.8,100,Olahan Daging dan Unggas
763,FP005,Ham,42,384,16.9,35,0.3,100,Olahan Daging dan Unggas
764,FP006,"Itik alabio, daging,
dendeng, mentah",12.7,496,30.3,33.5,18.4,100,Olahan Daging dan Unggas
765,FP007,Kerupuk urat,3.6,588,53.7,40.9,1.2,100,Olahan Daging dan Unggas
766,FP008,"Menjangan, daging, dendeng,
mentah",14.3,322,55.8,2,22.7,100,Olahan Daging dan Unggas
767,FP009,"Punai, daging,
goreng",54.5,224,26.2,11.3,4.4,100,Olahan Daging dan Unggas
768,FP010,"Rusa, daging,
dendeng, mentah",18.3,536,40.5,41.5,0,100,Olahan Daging dan Unggas
769,FP011,"Sapi, abon",7.1,212,18,10.6,59.3,100,Olahan Daging dan Unggas
770,FP012,"Sapi, abon, asli",24.8,358,14.6,16.1,38.6,100,Olahan Daging dan Unggas
771,FP013,"Sapi, daging, asap",60,182,32,6,0,100,Olahan Daging dan Unggas
772,FP014,"Sapi, daging,
dendeng, mentah",25,301,55,9,0,100,Olahan Daging dan Unggas
773,FP015,"Sapi, daging,
kornet",53,289,16,25,0,100,Olahan Daging dan Unggas
774,FP016,"Sapi, daging, sosis
(Worst)",37.6,448,14.5,42.3,2.3,100,Olahan Daging dan Unggas
775,FP017,"Sapi, hati, sosis
(liverworst)",56.6,274,16,22,3,100,Olahan Daging dan Unggas
776,FP018,"Sapi, paru,
dendeng, mentah",9.7,360,57.3,6,19.2,100,Olahan Daging dan Unggas
777,FP019,"Sapi, paru, goreng",45.5,268,23.9,12.7,14.5,100,Olahan Daging dan Unggas
778,FP020,"Ulat sagu,
panggang",41.3,380,11.9,30.3,14.9,100,Olahan Daging dan Unggas
779,FP021,"Ayam goreng
church texas, dada",42.2,338,35.2,20.6,0.4,100,Olahan Daging dan Unggas
780,FP022,"Ayam goreng
church,texas paha",50.3,287,31,15.7,1.7,100,Olahan Daging dan Unggas
781,FP023,"Ayam goreng
church texas, sayap",47.2,295,34,16,1.5,100,Olahan Daging dan Unggas
782,FP024,"Ayam goreng
kalasan, paha",46.2,275,37.4,12.2,1.3,100,Olahan Daging dan Unggas
783,FP025,"Ayam goreng
kentucky, dada",46.5,298,34.2,16.8,0.1,100,Olahan Daging dan Unggas
784,FP026,"Ayam goreng
Kentucky, paha",48.7,286,32.1,16.1,1.1,100,Olahan Daging dan Unggas
785,FP027,"Ayam  goreng
Kentucky,sayap",44.7,297,35.9,15.2,1.6,100,Olahan Daging dan Unggas
786,FP028,"Ayam goreng
mbok berek dada",43.4,295,39.2,13.6,1,100,Olahan Daging dan Unggas
787,FP029,"Ayam goreng
pasundan, dada",50.1,246,37.9,9,0.7,100,Olahan Daging dan Unggas
788,FP030,"Ayam goreng
pasundan, paha",52.8,245,33.1,11.4,0.3,100,Olahan Daging dan Unggas
789,FP031,"Ayam goreng
pioneer, dada",44.5,295,37.4,14.7,0.6,100,Olahan Daging dan Unggas
790,FP032,"Ayam goreng
sukabumi, dada",49.8,244,36.7,9.2,1,100,Olahan Daging dan Unggas
791,FP033,"Ayam goreng
sukabumi, paha",46,283,35.7,14.3,0.5,100,Olahan Daging dan Unggas
792,FP034,"Ayam taliwang,
masakan",57.5,264,18.2,20.1,2.7,100,Olahan Daging dan Unggas
793,FP035,"Babi hutan masak
rica, masakan",56.2,491,24.6,16.3,0.2,100,Olahan Daging dan Unggas
794,FP036,Beef burger,45.5,258,10.6,9.5,32.5,100,Olahan Daging dan Unggas
795,FP037,"Beef teriyaki,
masakan",65.1,151,8.6,3.1,22.3,100,Olahan Daging dan Unggas
796,FP038,"Beef yakiniku,
masakan",67.7,132,9.8,1.1,20.7,100,Olahan Daging dan Unggas
797,FP039,Brongkos,76.4,141,15.3,3.3,12.6,100,Olahan Daging dan Unggas
798,FP040,"Bulgogi, masakan",84.2,72,11.4,4.9,1.4,100,Olahan Daging dan Unggas
799,FP041,"Chicken teriyaki,
masakan",68.2,168,13,9.6,7.5,100,Olahan Daging dan Unggas
800,FP042,"Chikiniku,
masakan",65.4,143,9.8,1.4,22.8,100,Olahan Daging dan Unggas
801,FP043,"Coto mangkasara,
kuda, masakan",83.5,96,6.8,5.9,3.8,100,Olahan Daging dan Unggas
802,FP044,"Coto mangkasara,
sapi, masakan",85.9,84,6,6,1.4,100,Olahan Daging dan Unggas
803,FP045,"Djibokum,
masakan",43.4,248,10,2.3,40.9,100,Olahan Daging dan Unggas
804,FP046,"Empal (daging)
Goreng, masakan",43.9,248,36.2,6.9,10.1,100,Olahan Daging dan Unggas
805,FP047,Gulai kambing,78.4,126,4.2,9.4,6.2,100,Olahan Daging dan Unggas
806,FP048,"Jangang bintatoeng,
masakan",73.6,107,5.3,2.2,16.5,100,Olahan Daging dan Unggas
807,FP049,"Kalio ayam,
masakan",64.7,203,16,13.5,4.4,100,Olahan Daging dan Unggas
808,FP050,"Kalio jeroan,
masakan",68.9,163,16.5,9,4.1,100,Olahan Daging dan Unggas
809,FP051,"Kalio kikil
(tunjang), masakan",75.3,122,13.8,5.7,3.9,100,Olahan Daging dan Unggas
810,FP052,"Kalio otak,
masakan",70.3,157,8.1,8.8,11.4,100,Olahan Daging dan Unggas
811,FP053,"Lawar babi,
masakan",68.8,174,17,10,3,100,Olahan Daging dan Unggas
812,FP054,"Lawar penyu,
masakan",66.3,141,23,1.5,7.6,100,Olahan Daging dan Unggas
813,FP055,"Lawara jangang,
masakan",72.4,159,5,10.9,10.1,100,Olahan Daging dan Unggas
814,FP056,"Naan maran sapi,
masakan",14.8,478,38.3,33.9,5.1,100,Olahan Daging dan Unggas
815,FP057,"Nasu likku,
masakan",59,196,14.5,8.3,15.9,100,Olahan Daging dan Unggas
816,FP058,"Oramu ninahu ndawa olaho,
masakan",74.9,117,13.7,5,4.3,100,Olahan Daging dan Unggas
817,FP059,"Paniki masak
santan, masakan",25.4,460,28.5,35.2,7.2,100,Olahan Daging dan Unggas
818,FP060,"Pelolah manuk,
masakan",60,219,19.7,13.6,4.4,100,Olahan Daging dan Unggas
819,FP061,"Rawon, masakan",86,60,5.4,2.5,4,100,Olahan Daging dan Unggas
820,FP062,"Rendang sapi,
masakan",57.9,193,22.6,7.9,7.8,100,Olahan Daging dan Unggas
821,FP063,"RW, anjing,
masakan",60.8,198,24.6,10.7,0.9,100,Olahan Daging dan Unggas
822,FP064,"Sate, penyu,
masakan",57.4,179,22.5,3.5,13.3,100,Olahan Daging dan Unggas
823,FP065,"Sate pusut,
masakan",52.1,274,12.9,18.6,13.6,100,Olahan Daging dan Unggas
824,FP066,"Penyu, serapah,
masakan",71.3,174,13.1,12.2,2.2,100,Olahan Daging dan Unggas
825,FP067,"Sie reuboh,
masakan",32.4,474,11.2,42.5,11.7,100,Olahan Daging dan Unggas
826,FP068,"Sop buntut,
masakan",86.1,71,7.5,3.6,2.2,100,Olahan Daging dan Unggas
827,FP069,"Sop daging sapi,
masakan",87.5,49,5.8,0.5,5.3,100,Olahan Daging dan Unggas
828,FP070,"Sop kaki sapi,
masakan",84.5,68,9,1.9,3.7,100,Olahan Daging dan Unggas
829,FP071,"Sop kambing,
masakan",91.6,34,5.5,0.8,1.1,100,Olahan Daging dan Unggas
830,FP072,"Sop konro,
masakan",85,71,7.4,2.6,4.5,100,Olahan Daging dan Unggas
831,FP073,"Sop saudara,
masakan",82.4,89,7.2,5,3.9,100,Olahan Daging dan Unggas
832,FP074,"Soto bandung,
masakan",89.9,42,3.9,1.7,2.8,100,Olahan Daging dan Unggas
833,FP075,"Soto banjar,
masakan",83.7,110,2.9,9.5,3.2,100,Olahan Daging dan Unggas
834,FP076,"Soto betawi,
masakan",75.9,135,2.5,8.8,11.5,100,Olahan Daging dan Unggas
835,FP077,"Soto jeroan,
masakan",81.4,92,11.8,4.3,1.4,100,Olahan Daging dan Unggas
836,FP078,"Soto kudus,
masakan",91.6,38,2.6,2.3,1.8,100,Olahan Daging dan Unggas
837,FP079,"Soto madura,
masakan",89.8,60,3.5,4.5,1.3,100,Olahan Daging dan Unggas
838,FP080,"Soto padang,
masakan",75,127,5.9,6.6,11,100,Olahan Daging dan Unggas
839,FP081,"Soto pekalongan,
masakan",83.8,94,3,6.8,5.1,100,Olahan Daging dan Unggas
840,FP082,"Soto pemalang,
masakan",86,75,3.6,5.2,3.5,100,Olahan Daging dan Unggas
841,FP083,"Soto sukaraja,
masakan",75.9,80,3.2,3.5,9,100,Olahan Daging dan Unggas
842,FP084,"Soto sulung,
masakan",88.1,86,2.3,8.5,0,100,Olahan Daging dan Unggas
843,FP085,"Sukiyaki, masakan",81,75,5.6,0.4,12.2,100,Olahan Daging dan Unggas
844,FP086,"Tedong pallu basa,
masakan",81.7,83,10.4,3.4,2.8,100,Olahan Daging dan Unggas
845,FP087,"Tikus rica,
masakan",54.9,257,18.8,18.5,3.8,100,Olahan Daging dan Unggas
846,FP088,"Tinoransa,
masakan",31.6,516,17.7,49.5,0,100,Olahan Daging dan Unggas
847,GR001,"Belut, segar",81.5,70,14.6,0.8,1,,"Ikan, Kerang, dan Udang"
848,GR002,"Belut, laut, segar",79.5,93,12.8,1.5,6.1,,"Ikan, Kerang, dan Udang"
849,GR003,"Cumi-cumi, segar",82.2,75,16.1,0.7,0.1,,"Ikan, Kerang, dan Udang"
850,GR004,"Ikan bader, segar",66,193,19,13,0,,"Ikan, Kerang, dan Udang"
851,GR005,"Ikan balong, segar",76.5,107,16.5,3.9,1.5,,"Ikan, Kerang, dan Udang"
852,GR006,"Ikan bambangan,
segar",73.7,112,20,1.3,3.7,,"Ikan, Kerang, dan Udang"
853,GR007,"Ikan bandeng,
segar",74,123,20,4.8,0,,"Ikan, Kerang, dan Udang"
854,GR008,"Ikan banjar, segar",73.5,111,19.4,0.9,4.8,,"Ikan, Kerang, dan Udang"
855,GR009,"Ikan baronang,
segar",80,78,14.5,0.6,3.7,,"Ikan, Kerang, dan Udang"
856,GR010,"Ikan batung, segar",75.7,115,14.5,4.6,4.2,,"Ikan, Kerang, dan Udang"
857,GR011,"Ikan baung, segar",74.9,123,15.1,5.5,3.3,,"Ikan, Kerang, dan Udang"
858,GR012,"Ikan bawal, segar",78,91,19,1.7,0,,"Ikan, Kerang, dan Udang"
859,GR013,"Ikan belida, segar",79.2,80,14.7,1.4,2.2,,"Ikan, Kerang, dan Udang"
860,GR014,"Ikan beunteur,
segar",70,109,17,4,0,,"Ikan, Kerang, dan Udang"
861,GR015,"Ikan biawan, segar",79.1,90,14.9,2.5,2.1,,"Ikan, Kerang, dan Udang"
862,GR016,"Ikan bili, segar",68.3,88,14.2,0.7,6.2,,"Ikan, Kerang, dan Udang"
863,GR017,"Ikan bubara, segar",75.5,100,14.7,2.4,4.9,,"Ikan, Kerang, dan Udang"
864,GR018,"Ikan bulan-bulan,
segar",66.7,134,25.5,1.3,5,,"Ikan, Kerang, dan Udang"
865,GR019,"Ikan cakalang,
segar",73,107,19.6,0.7,5.5,,"Ikan, Kerang, dan Udang"
866,GR020,"Ikan cakalang,
hati, segar",73.4,120,11.3,3.9,10,,"Ikan, Kerang, dan Udang"
867,GR021,"Ikan cakalang,
jantung, segar",76.3,116,11.2,1.2,10.2,,"Ikan, Kerang, dan Udang"
868,GR022,"Ikan cakalang,
perut, segar",79.1,86,10.2,1.1,8.7,,"Ikan, Kerang, dan Udang"
869,GR023,"Ikan daun, segar",78.6,101,11.5,4.1,4.6,,"Ikan, Kerang, dan Udang"
870,GR024,"Ikan ekor kuning,
segar",74.1,108,22.3,1.2,2.1,,"Ikan, Kerang, dan Udang"
871,GR025,"Ikan gabus, segar",79.6,80,16.2,0.5,2.6,,"Ikan, Kerang, dan Udang"
872,GR026,"Ikan heu, segar",75.6,81,10,1.6,6.6,,"Ikan, Kerang, dan Udang"
873,GR027,"Ikan hitam, segar",78.2,101,10.3,3.7,6.7,,"Ikan, Kerang, dan Udang"
874,GR028,"Ikan hiu, segar",85.7,57,10.7,0.3,2.2,,"Ikan, Kerang, dan Udang"
875,GR029,"Ikan kacangan,
segar",80.7,77,15.6,0.9,1.6,,"Ikan, Kerang, dan Udang"
876,GR030,"Ikan kakap, segar",77,92,20,0.7,0,,"Ikan, Kerang, dan Udang"
877,GR031,"Ikan kakatua,
segar",79.7,82,11.4,1.2,6.4,,"Ikan, Kerang, dan Udang"
